"CCAR_BASEL_PRD_TP_NM","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","PRD_SHT_NM","EXPSR_SUB_TP_CD","BASEL_1_ASST_TP_CD","REGULATORY_PRD_TP_CD","PD_BAND_CD","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
DTL_CASH_02_01_03,"201604","999912",DTLCASH020103                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_CASH_02_01_04,"201604","999912",DTLCASH020104                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_CASH_02_01_06,"201604","999912",DTLCASH020106                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_CASH_03_01_01,"201604","999912",DTLCASH030101                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_AUTO_RS_08_01_01,"201604","999912",ITLAUTORS080101                         ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_CASH_03_01_02,"201604","999912",DTLCASH030102                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_CASH_03_01_03,"201604","999912",DTLCASH030103                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_CASH_03_01_04,"201604","999912",DTLCASH030104                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_CASH_03_01_06,"201604","999912",DTLCASH030106                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_AUTO_02_01_08,"201604","999912",DTLAUTO020108                           ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_B_TNG_03_01_07,"201604","999912",CMHCBTNG030107                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_B_TNG_03_01_08,"201604","999912",CMHCBTNG030108                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_B_TNG_03_01_10,"201604","999912",CMHCBTNG030110                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_B_TNG_04_01_07,"201604","999912",CMHCBTNG040107                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_B_TNG_04_01_08,"201604","999912",CMHCBTNG040108                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_I_BNS_03_01_13,"201604","999912",CMHCIBNS030113                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_I_BNS_04_01_05,"201604","999912",CMHCIBNS040105                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_I_BNS_04_01_07,"201604","999912",CMHCIBNS040107                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_I_BNS_04_01_08,"201604","999912",CMHCIBNS040108                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_I_BNS_04_01_13,"201604","999912",CMHCIBNS040113                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_I_BNS_05_01_06,"201604","999912",CMHCIBNS050106                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_I_BNS_06_01_05,"201604","999912",CMHCIBNS060105                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CMHC_I_BNS_06_01_07,"201604","999912",CMHCIBNS060107                          ,Residential Mortgage Exposures                    ,CMHC                                              ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CONV_U_BNS_02_01_03,"201604","999912",CONVUBNS020103                          ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CONV_U_BNS_02_01_04,"201604","999912",CONVUBNS020104                          ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CONV_U_TNG_01_01_02,"201604","999912",CONVUTNG010102                          ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CONV_U_TNG_01_01_03,"201604","999912",CONVUTNG010103                          ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CONV_U_TNG_01_01_10,"201604","999912",CONVUTNG010110                          ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CONV_U_TNG_02_01_01,"201604","999912",CONVUTNG020101                          ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CONV_U_TNG_02_01_02,"201604","999912",CONVUTNG020102                          ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
CONV_U_TNG_02_01_10,"201604","999912",CONVUTNG020110                          ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
